DepMap_ID,CCLE_name,Disease,Disease Subtype
ACH-001662,SNU2372_BREAST,breast,breast_ductal_carcinoma
ACH-002027,HOUAI_ENDOMETRIUM,uterus,endometrial_adenocarcinoma
ACH-002495,IOWA1T_BREAST,breast,breast_ductal_carcinoma
ACH-002920,,,
ACH-002931,,,melanoma
ACH-000014,HS294T_SKIN,skin,melanoma
ACH-000024,OPM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,plasma_cell,multiple_myeloma
ACH-000060,PANC1005_PANCREAS,pancreas,exocrine
ACH-000107,CAPAN2_PANCREAS,pancreas,exocrine
ACH-000155,SW1990_PANCREAS,pancreas,exocrine
ACH-000204,LP1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,plasma_cell,multiple_myeloma
ACH-000208,U178_CENTRAL_NERVOUS_SYSTEM,central_nervous_system,glioma
ACH-000308,EFO21_OVARY,ovary,ovary_adenocarcinoma
ACH-000378,NCIH647_LUNG,lung,NSCLC
ACH-000409,OVSAHO_OVARY,ovary,ovary_adenocarcinoma
ACH-000449,MESSA_SOFT_TISSUE,soft_tissue,uterine_sarcoma
ACH-000675,NCIH1734_LUNG,lung,NSCLC
ACH-000692,SNU899_UPPER_AERODIGESTIVE_TRACT,upper_aerodigestive,upper_aerodigestive_squamous
ACH-000729,NCIH1963_LUNG,lung,SCLC
ACH-000759,MDAMB175VII_BREAST,breast,breast_ductal_carcinoma
ACH-000761,NUGC2_STOMACH,gastric,gastric_adenocarcinoma
ACH-000832,CAL27_UPPER_AERODIGESTIVE_TRACT,upper_aerodigestive,upper_aerodigestive_squamous
ACH-000845,NCIH1373_LUNG,lung,NSCLC
ACH-000846,FADU_UPPER_AERODIGESTIVE_TRACT,upper_aerodigestive,upper_aerodigestive_squamous
ACH-000871,NCIH510_LUNG,lung,SCLC
ACH-000928,JHUEM1_ENDOMETRIUM,uterus,endometrial_adenocarcinoma
ACH-000950,LOVO_LARGE_INTESTINE,colorectal,colorectal_adenocarcinoma
ACH-000989,SNU175_LARGE_INTESTINE,colorectal,colorectal_adenocarcinoma
ACH-001418,UWB1289_OVARY,ovary,ovary_adenocarcinoma
ACH-001458,C75_LARGE_INTESTINE,colorectal,colorectal_adenocarcinoma
ACH-001492,DOGKIT_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,lymphocyte,non_hodgkin_lymphoma
ACH-001496,ESO26_OESOPHAGUS,esophagus,esophagus_adenocarcinoma
ACH-001534,KARPAS417_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,plasma_cell,multiple_myeloma
ACH-001537,KKU055_BILIARY_TRACT,bile_duct,cholangiocarcinoma
ACH-001616,OCILY18_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,lymphocyte,non_hodgkin_lymphoma
ACH-001618,OCIM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,blood,AML
ACH-001984,NZM4_SKIN,skin,melanoma
ACH-002036,WAHT_LUNG,lung,SCLC
ACH-002245,HS445_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,lymphocyte,hodgkin_lymphoma
ACH-002496,NCIH498_LARGE_INTESTINE,colorectal,colorectal_adenocarcinoma
ACH-002723,,soft_tissue,desmoid_tumor
ACH-002845,,,
ACH-001956,MUGCHOR1_BONE,bone,chordoma
ACH-000114,SU8686_PANCREAS,pancreas,exocrine
ACH-000135,HS940T_FIBROBLAST,fibroblast,fibroblast_skin
ACH-000217,JHH6_LIVER,liver,hepatocellular_carcinoma
ACH-000316,SNU886_LIVER,liver,hepatocellular_carcinoma
ACH-000336,OCIAML3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,blood,AML
ACH-000398,RI1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,lymphocyte,non_hodgkin_lymphoma
ACH-000480,HUH7_LIVER,liver,hepatocellular_carcinoma
ACH-000554,UACC893_BREAST,breast,breast_ductal_carcinoma
ACH-000577,JHH2_LIVER,liver,hepatocellular_carcinoma
ACH-000585,EPLC272H_LUNG,lung,NSCLC
ACH-000653,JJN3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,plasma_cell,multiple_myeloma
ACH-000716,TT2609C02_THYROID,thyroid,thyroid_carcinoma
ACH-000717,COLO680N_OESOPHAGUS,esophagus,esophagus_squamous
ACH-000735,PECAPJ49_UPPER_AERODIGESTIVE_TRACT,upper_aerodigestive,upper_aerodigestive_squamous
ACH-000843,HARA_LUNG,lung,NSCLC
ACH-000912,NCIH2286_LUNG,lung,SCLC
ACH-001016,BECKER_CENTRAL_NERVOUS_SYSTEM,central_nervous_system,glioma
ACH-001041,COLO699_LUNG,lung,NSCLC
ACH-001043,COLO775_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,plasma_cell,multiple_myeloma
ACH-001356,MB1_THYROID,thyroid,thyroid_carcinoma
ACH-001362,NCIH1770_LUNG,lung,NSCLC
ACH-001686,ULA_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,lymphocyte,lymphoma_unspecified
ACH-002531,SNU2535_LUNG,lung,NSCLC
ACH-002667,JVE528_COLON,colorectal,colorectal_adenocarcinoma
ACH-002668,KASUMI3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,blood,AML
ACH-002928,,,melanoma
ACH-000073,GRANTA519_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,lymphocyte,non_hodgkin_lymphoma
ACH-000194,HS934T_FIBROBLAST,fibroblast,fibroblast_skin
ACH-000396,J82_URINARY_TRACT,urinary_tract,bladder_carcinoma
ACH-000488,TE11_OESOPHAGUS,esophagus,esophagus_squamous
ACH-000578,HCC1171_LUNG,lung,NSCLC
ACH-000623,SNU201_CENTRAL_NERVOUS_SYSTEM,central_nervous_system,glioma
ACH-000637,KYSE520_OESOPHAGUS,esophagus,esophagus_squamous
ACH-000649,786O_KIDNEY,kidney,renal_cell_carcinoma
ACH-000658,KMS18_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,plasma_cell,multiple_myeloma
ACH-000724,HT1376_URINARY_TRACT,urinary_tract,bladder_carcinoma
ACH-000744,NCIH1623_LUNG,lung,NSCLC
ACH-000750,LOXIMVI_SKIN,skin,melanoma
ACH-000821,EJM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,plasma_cell,multiple_myeloma
ACH-000839,SCABER_URINARY_TRACT,urinary_tract,bladder_carcinoma
ACH-000881,MELJUSO_SKIN,skin,melanoma
ACH-000894,NCIH1869_LUNG,lung,NSCLC
ACH-000902,CAL148_BREAST,breast,breast_ductal_carcinoma
ACH-000904,NCIH2106_LUNG,lung,NSCLC
ACH-000957,LS180_LARGE_INTESTINE,colorectal,colorectal_adenocarcinoma
ACH-000993,JHUEM7_ENDOMETRIUM,uterus,endometrial_adenocarcinoma
ACH-001071,GLC82_LUNG,lung,NSCLC
ACH-001138,NCIH2141_LUNG,lung,SCLC
ACH-001239,WM2664_SKIN,skin,melanoma
ACH-001490,CORL321_LUNG,lung,lung_carcinoma
ACH-001538,KKU213_BILIARY_TRACT,bile_duct,cholangiocarcinoma
ACH-001593,NCIH1672_LUNG,lung,SCLC
ACH-001624,ONDA9_CENTRAL_NERVOUS_SYSTEM,central_nervous_system,glioma
ACH-002499,UACC3199_BREAST,breast,breast_ductal_carcinoma
ACH-002514,D10_SKIN,skin,melanoma
ACH-002656,JVE059_COLON,colorectal,colorectal_adenocarcinoma
ACH-000115,VCAP_PROSTATE,prostate,prostate_adenocarcinoma
ACH-000163,SW579_THYROID,thyroid,thyroid_squamous
ACH-000304,WM115_SKIN,skin,melanoma
ACH-000314,HCC2108_LUNG,lung,NSCLC
ACH-000325,SNU620_STOMACH,gastric,gastric_adenocarcinoma
ACH-000386,KG1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,blood,AML
ACH-000394,NCIH2081_LUNG,lung,SCLC
ACH-000416,NCIH838_LUNG,lung,NSCLC
ACH-000506,NCIH146_LUNG,lung,SCLC
ACH-000586,NCIH1876_LUNG,lung,SCLC
ACH-000656,SUDHL8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,lymphocyte,non_hodgkin_lymphoma
ACH-000863,DBTRG05MG_CENTRAL_NERVOUS_SYSTEM,central_nervous_system,glioma
ACH-000865,KYSE450_OESOPHAGUS,esophagus,esophagus_squamous
ACH-001375,PACADD119_PANCREAS,pancreas,exocrine
ACH-001525,HT3_CERVIX,cervix,cervical_carcinoma
ACH-001626,OSC20_UPPER_AERODIGESTIVE_TRACT,upper_aerodigestive,upper_aerodigestive_squamous
ACH-001677,U2904_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,lymphocyte,lymphoma_unspecified
ACH-002484,HS769T_URINARY_TRACT,urinary_tract,bladder_carcinoma
ACH-002490,NCIH1882_LUNG,lung,SCLC
ACH-002543,SNU1406_COLON,colorectal,colorectal_adenocarcinoma
ACH-002647,CCC5_BILIARY_TRACT,gastric,
ACH-002707,IMSM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,blood,AML
ACH-002720,,soft_tissue,desmoid_tumor
ACH-002847,,,
ACH-002946,,,
ACH-000055,D283MED_CENTRAL_NERVOUS_SYSTEM,central_nervous_system,medulloblastoma
ACH-000175,TE159T_FIBROBLAST,fibroblast,fibroblast_soft_tissue
ACH-000260,SKNAS_AUTONOMIC_GANGLIA,peripheral_nervous_system,neuroblastoma
ACH-000937,PF382_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,blood,ALL
ACH-001355,LAN6_AUTONOMIC_GANGLIA,peripheral_nervous_system,neuroblastoma
ACH-000001,NIHOVCAR3_OVARY,ovary,ovary_adenocarcinoma
ACH-000013,ONCODG1_OVARY,ovary,ovary_adenocarcinoma
ACH-000056,DOHH2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,lymphocyte,non_hodgkin_lymphoma
ACH-000213,HUPT4_PANCREAS,pancreas,exocrine
ACH-000224,HS819T_FIBROBLAST,fibroblast,fibroblast_bone
ACH-000302,SNU1077_ENDOMETRIUM,uterus,mullerian_carcinoma
ACH-000309,SKLU1_LUNG,lung,NSCLC
ACH-000343,NCIH522_LUNG,lung,NSCLC
ACH-000441,SH4_SKIN,skin,melanoma
ACH-000495,TUHR4TKB_KIDNEY,kidney,renal_cell_carcinoma
ACH-000539,HS618T_FIBROBLAST,fibroblast,fibroblast_lung
ACH-000541,KMS34_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,plasma_cell,multiple_myeloma
ACH-000549,SNU1076_UPPER_AERODIGESTIVE_TRACT,upper_aerodigestive,upper_aerodigestive_squamous
ACH-000589,NCIH1437_LUNG,lung,NSCLC
ACH-000595,LN229_CENTRAL_NERVOUS_SYSTEM,central_nervous_system,glioma
ACH-000606,PECAPJ34CLONEC12_UPPER_AERODIGESTIVE_TRACT,upper_aerodigestive,upper_aerodigestive_squamous
ACH-000624,HCC1806_BREAST,breast,breast_ductal_carcinoma
ACH-000908,SNU520_STOMACH,gastric,gastric_adenocarcinoma
ACH-000927,BT474_BREAST,breast,breast_ductal_carcinoma
ACH-001090,HN_UPPER_AERODIGESTIVE_TRACT,upper_aerodigestive,upper_aerodigestive_squamous
ACH-001145,OC316_OVARY,ovary,ovary_adenocarcinoma
ACH-001190,SKMEL2_SKIN,skin,melanoma
ACH-001457,C70_LARGE_INTESTINE,colorectal,colorectal_adenocarcinoma
ACH-001555,MERO14_PLEURA,lung,mesothelioma
ACH-001556,MERO25_PLEURA,lung,mesothelioma
ACH-001557,MERO41_PLEURA,lung,mesothelioma
ACH-002074,LU143_LUNG,lung,SCLC
ACH-002659,JVE127_COLON,colorectal,colorectal_adenocarcinoma
ACH-002660,JVE187_COLON,colorectal,colorectal_adenocarcinoma
ACH-002663,JVE222_COLON,colorectal,colorectal_adenocarcinoma
ACH-000061,HH_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,lymphocyte,non_hodgkin_lymphoma
ACH-000068,REC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,lymphocyte,non_hodgkin_lymphoma
ACH-000086,ACCMESO1_PLEURA,lung,mesothelioma
ACH-000264,CALU6_LUNG,lung,NSCLC
ACH-000289,SNU466_CENTRAL_NERVOUS_SYSTEM,central_nervous_system,glioma
ACH-000347,QGP1_PANCREAS,pancreas,endocrine
ACH-000368,SNU1105_CENTRAL_NERVOUS_SYSTEM,central_nervous_system,glioma
ACH-000405,MEC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,blood,CLL
ACH-000431,NCIH1694_LUNG,lung,SCLC
ACH-000434,NCIH1915_LUNG,lung,NSCLC
ACH-000535,BXPC3_PANCREAS,pancreas,exocrine
ACH-000571,T98G_CENTRAL_NERVOUS_SYSTEM,central_nervous_system,glioma
ACH-000627,LCLC103H_LUNG,lung,NSCLC
ACH-000756,GI1_CENTRAL_NERVOUS_SYSTEM,central_nervous_system,glioma
ACH-000800,NCIH446_LUNG,lung,SCLC
ACH-000817,RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,plasma_cell,multiple_myeloma
ACH-000859,HCC1954_BREAST,breast,breast_ductal_carcinoma
ACH-001040,COLO677_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,blood,unspecified_leukemia
ACH-001404,UACC1179_BREAST,breast,breast_adenocarcinoma
ACH-001591,NCIH1417_LUNG,lung,SCLC
ACH-001625,OSC19_UPPER_AERODIGESTIVE_TRACT,upper_aerodigestive,upper_aerodigestive_squamous
ACH-001693,UPCISCC072_UPPER_AERODIGESTIVE_TRACT,upper_aerodigestive,upper_aerodigestive_squamous
ACH-002535,SNU254_LARGE_INTESTINE,colorectal,colorectal_adenocarcinoma
ACH-002651,FKH1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,blood,AML
ACH-002665,JVE367_COLON,colorectal,colorectal_adenocarcinoma
ACH-002721,,soft_tissue,desmoid_tumor
ACH-000050,NCIH929_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,plasma_cell,multiple_myeloma
ACH-000090,PC3_PROSTATE,prostate,prostate_adenocarcinoma
ACH-000222,ASPC1_PANCREAS,pancreas,exocrine
ACH-000241,JK1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,blood,CML
ACH-000258,DU4475_BREAST,breast,breast_carcinoma
ACH-000335,MSTO211H_PLEURA,lung,mesothelioma
ACH-000356,MKN45_STOMACH,gastric,gastric_adenocarcinoma
ACH-000414,NCIH1944_LUNG,lung,NSCLC
ACH-000598,KMS21BM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,plasma_cell,multiple_myeloma
ACH-000662,CORL23_LUNG,lung,NSCLC
ACH-000682,SNU1066_UPPER_AERODIGESTIVE_TRACT,upper_aerodigestive,upper_aerodigestive_squamous
ACH-000701,RMUGS_OVARY,ovary,ovary_adenocarcinoma
ACH-000708,SNU283_LARGE_INTESTINE,colorectal,colorectal_adenocarcinoma
ACH-000711,JIMT1_BREAST,breast,breast_ductal_carcinoma
ACH-000742,DM3_FIBROBLAST,fibroblast,fibroblast_lung
ACH-000751,OCIM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,blood,AML
ACH-000885,TOV21G_OVARY,ovary,ovary_adenocarcinoma
ACH-000889,KMM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,plasma_cell,multiple_myeloma
ACH-000909,JHUEM2_ENDOMETRIUM,uterus,endometrial_adenocarcinoma
ACH-000968,COLO792_SKIN,skin,melanoma
ACH-001017,BGC823_STOMACH,gastric,gastric_adenocarcinoma
ACH-001121,MEC2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,lymphocyte,lymphoma_unspecified
ACH-001522,HMY1_SKIN,skin,melanoma
ACH-001576,MUTZ2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,blood,AML
ACH-001605,NO10_CENTRAL_NERVOUS_SYSTEM,central_nervous_system,glioma
ACH-001620,ONDA10_CENTRAL_NERVOUS_SYSTEM,central_nervous_system,glioma
ACH-002014,MEL270_UVEA,eye,uveal_melanoma
ACH-002725,,soft_tissue,desmoid_tumor
ACH-000007,LS513_LARGE_INTESTINE,colorectal,colorectal_adenocarcinoma
ACH-000097,ZR751_BREAST,breast,breast_ductal_carcinoma
ACH-000106,JVM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,lymphocyte,non_hodgkin_lymphoma
ACH-000112,SIGM5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,blood,AML
ACH-000177,NCIH660_PROSTATE,prostate,prostate_small_cell
ACH-000187,CORL311_LUNG,lung,SCLC
ACH-000191,BHT101_THYROID,thyroid,thyroid_carcinoma
ACH-000225,ECC12_STOMACH,gastric,gastric_small_cell
ACH-000242,RT4_URINARY_TRACT,urinary_tract,bladder_carcinoma
ACH-000257,CORL279_LUNG,lung,SCLC
ACH-000323,42MGBA_CENTRAL_NERVOUS_SYSTEM,central_nervous_system,glioma
ACH-000344,SNU668_STOMACH,gastric,gastric_adenocarcinoma
ACH-000411,769P_KIDNEY,kidney,renal_cell_carcinoma
ACH-000444,LU99_LUNG,lung,NSCLC
ACH-000464,CAS1_CENTRAL_NERVOUS_SYSTEM,central_nervous_system,glioma
ACH-000513,SNU1272_KIDNEY,kidney,renal_cell_carcinoma
ACH-000787,LXF289_LUNG,lung,NSCLC
ACH-000816,NCIH524_LUNG,lung,SCLC
ACH-000864,COLO684_ENDOMETRIUM,uterus,endometrial_adenocarcinoma
ACH-000919,IM95_STOMACH,gastric,gastric_adenocarcinoma
ACH-000952,MDAPCA2B_PROSTATE,prostate,prostate_adenocarcinoma
ACH-001078,HCC1588_LUNG,lung,NSCLC
ACH-001187,SF8657_SKIN,fibroblast,
ACH-001249,YMB1_BREAST,breast,breast_carcinoma
ACH-001365,NCIH847_LUNG,lung,SCLC
ACH-001379,PACADD161_PANCREAS,pancreas,exocrine
ACH-001575,MOLM20_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,blood,CNL
ACH-001577,MUTZ8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,blood,AML
ACH-001608,NP2_CENTRAL_NERVOUS_SYSTEM,central_nervous_system,glioma
ACH-001673,TFK1_BILIARY_TRACT,bile_duct,cholangiocarcinoma
ACH-002030,SA3_UPPER_AERODIGESTIVE_TRACT,upper_aerodigestive,upper_aerodigestive_squamous
ACH-002052,LU139_LUNG,lung,SCLC
ACH-002175,NCIH740_LUNG,lung,SCLC
ACH-002491,NCIH676B_LUNG,lung,NSCLC
ACH-002679,WILL2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,lymphocyte,non_hodgkin_lymphoma
ACH-002934,,,
ACH-000006,MONOMAC6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,blood,AML
ACH-000022,PATU8988S_PANCREAS,pancreas,exocrine
ACH-000031,PANC0213_PANCREAS,pancreas,exocrine
ACH-000036,U343_CENTRAL_NERVOUS_SYSTEM,central_nervous_system,glioma
ACH-000085,T3M4_PANCREAS,pancreas,exocrine
ACH-001957,UMCHOR1_BONE,bone,chordoma
ACH-000166,KASUMI6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,blood,AML
ACH-000176,LOUNH91_LUNG,lung,NSCLC
ACH-000220,MINO_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,lymphocyte,non_hodgkin_lymphoma
ACH-000270,HPAC_PANCREAS,pancreas,exocrine
ACH-000291,OV90_OVARY,ovary,ovary_adenocarcinoma
ACH-000293,KLE_ENDOMETRIUM,uterus,endometrial_adenocarcinoma
ACH-000380,KMS12BM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,plasma_cell,multiple_myeloma
ACH-000438,LU65_LUNG,lung,NSCLC
ACH-000546,HSC4_UPPER_AERODIGESTIVE_TRACT,upper_aerodigestive,upper_aerodigestive_squamous
ACH-000696,OVCAR8_OVARY,ovary,ovary_adenocarcinoma
ACH-000743,CORL95_LUNG,lung,SCLC
ACH-000777,KYSE30_OESOPHAGUS,esophagus,esophagus_squamous
ACH-000778,HSC3_UPPER_AERODIGESTIVE_TRACT,upper_aerodigestive,upper_aerodigestive_squamous
ACH-000792,BFTC909_KIDNEY,kidney,renal_cell_carcinoma
ACH-000811,SKOV3_OVARY,ovary,ovary_adenocarcinoma
ACH-000838,AMO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,plasma_cell,multiple_myeloma
ACH-000915,IPC298_SKIN,skin,melanoma
ACH-001060,DL40_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,lymphocyte,lymphoma_unspecified
ACH-001098,KCIMOH1_PANCREAS,pancreas,exocrine
ACH-001129,MONOMAC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,blood,AML
ACH-001230,UT7_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,blood,AML
ACH-001364,NCIH345_LUNG,lung,SCLC
ACH-001495,EMTOKA_ENDOMETRIUM,uterus,uterine_carcinosarcoma
ACH-001606,NO11_CENTRAL_NERVOUS_SYSTEM,central_nervous_system,glioma
ACH-001609,NP3_CENTRAL_NERVOUS_SYSTEM,central_nervous_system,glioma
ACH-001621,ONDA11_CENTRAL_NERVOUS_SYSTEM,central_nervous_system,glioma
ACH-002057,OIH1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,blood,unspecified_leukemia
ACH-002088,A129L_LUNG,lung,NSCLC
ACH-002511,M140325_SKIN,skin,melanoma
ACH-002672,MAPACHS77_PANCREAS,pancreas,
ACH-002781,,bone,chondrosarcoma
ACH-000113,OCIAML2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,blood,AML
ACH-000131,HS229T_FIBROBLAST,fibroblast,fibroblast_lung
ACH-000139,PANC0327_PANCREAS,pancreas,exocrine
ACH-000153,NCIH2052_PLEURA,lung,mesothelioma
ACH-000266,SNU213_PANCREAS,pancreas,exocrine
ACH-000281,KP2_PANCREAS,pancreas,exocrine
ACH-000282,NCIH1755_LUNG,lung,NSCLC
ACH-000305,ECGI10_OESOPHAGUS,esophagus,esophagus_squamous
ACH-000370,SNU626_CENTRAL_NERVOUS_SYSTEM,central_nervous_system,glioma
ACH-000400,SKCO1_LARGE_INTESTINE,colorectal,colorectal_adenocarcinoma
ACH-000426,KMS20_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,plasma_cell,multiple_myeloma
ACH-000454,HCC95_LUNG,lung,NSCLC
ACH-000479,KNS81_CENTRAL_NERVOUS_SYSTEM,central_nervous_system,glioma
ACH-000501,LS123_LARGE_INTESTINE,colorectal,colorectal_adenocarcinoma
ACH-000562,HCC78_LUNG,lung,NSCLC
ACH-000574,FUOV1_OVARY,ovary,ovary_adenocarcinoma
ACH-000601,MIAPACA2_PANCREAS,pancreas,exocrine
ACH-000665,SKMES1_LUNG,lung,NSCLC
ACH-000703,DMS79_LUNG,lung,SCLC
ACH-000775,NCIH727_LUNG,lung,lung_carcinoid
ACH-000785,NCIH2126_LUNG,lung,NSCLC
ACH-000819,LN18_CENTRAL_NERVOUS_SYSTEM,central_nervous_system,glioma
ACH-000965,RL952_ENDOMETRIUM,uterus,endometrial_adenosquamous
ACH-001130,MOTN1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,lymphocyte,lymphoma_unspecified
ACH-001329,ANGMCSS_CENTRAL_NERVOUS_SYSTEM,central_nervous_system,glioma
ACH-001536,KKU100_BILIARY_TRACT,bile_duct,cholangiocarcinoma
ACH-001961,GB2_BILIARY_TRACT,bile_duct,gallbladder_adenocarcinoma
ACH-002040,HMVII_SKIN,skin,melanoma
ACH-002542,SNU1181_COLON,colorectal,colorectal_adenocarcinoma
ACH-002544,SNU1750_STOMACH,gastric,gastric_adenocarcinoma
ACH-002673,MCC60_COLON,colorectal,colorectal_adenocarcinoma
ACH-002921,,,
ACH-002929,,,melanoma
ACH-000081,GDM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,blood,AML
ACH-000118,HUPT3_PANCREAS,pancreas,exocrine
ACH-000134,HS274T_FIBROBLAST,fibroblast,fibroblast_breast
ACH-000379,NCIH1781_LUNG,lung,NSCLC
ACH-000470,SW1463_LARGE_INTESTINE,colorectal,colorectal_adenocarcinoma
ACH-000500,SNU46_UPPER_AERODIGESTIVE_TRACT,upper_aerodigestive,upper_aerodigestive_squamous
ACH-000633,FU97_STOMACH,gastric,gastric_adenocarcinoma
ACH-001333,C33A_CERVIX,cervix,cervical_carcinoma
ACH-001359,ME180_CERVIX,cervix,cervical_squamous
ACH-002046,HTMMT_ENDOMETRIUM,uterus,MMMT
ACH-002408,CCLFNEURO0003T_CENTRAL_NERVOUS_SYSTEM,central_nervous_system,glioma
ACH-002654,JVE015_COLON,colorectal,colorectal_adenocarcinoma
ACH-002674,MKPL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,blood,AML
ACH-002704,TB471_OESOPHAGUS,esophagus,esophagus_adenocarcinoma
ACH-000128,LN319_CENTRAL_NERVOUS_SYSTEM,central_nervous_system,glioma
ACH-002505,UCH7_BONE,bone,chordoma
ACH-000244,DKMG_CENTRAL_NERVOUS_SYSTEM,central_nervous_system,glioma
ACH-000319,MPP89_PLEURA,lung,mesothelioma
ACH-000376,SF295_CENTRAL_NERVOUS_SYSTEM,central_nervous_system,glioma
ACH-000399,NCIH2196_LUNG,lung,SCLC
ACH-000514,NCIH1092_LUNG,lung,SCLC
ACH-000695,CORL47_LUNG,lung,SCLC
ACH-000714,KMS11_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,plasma_cell,multiple_myeloma
ACH-000720,TCCSUP_URINARY_TRACT,urinary_tract,bladder_carcinoma
ACH-000723,YD10B_UPPER_AERODIGESTIVE_TRACT,upper_aerodigestive,upper_aerodigestive_squamous
ACH-000732,PECAPJ41CLONED2_UPPER_AERODIGESTIVE_TRACT,upper_aerodigestive,upper_aerodigestive_squamous
ACH-000762,YD38_UPPER_AERODIGESTIVE_TRACT,upper_aerodigestive,upper_aerodigestive_squamous
ACH-000810,SKMEL30_SKIN,skin,melanoma
ACH-000822,SKMEL24_SKIN,skin,melanoma
ACH-000824,KYSE510_OESOPHAGUS,esophagus,esophagus_squamous
ACH-001084,HCT8_LARGE_INTESTINE,colorectal,colorectal_adenocarcinoma
ACH-001091,HRT18_LARGE_INTESTINE,colorectal,colorectal_adenocarcinoma
ACH-001306,8305C_THYROID,thyroid,thyroid_carcinoma
ACH-001383,PWR1E_PROSTATE,prostate,prostate_adenocarcinoma
ACH-001460,C84_LARGE_INTESTINE,colorectal,colorectal_adenocarcinoma
ACH-001514,HCC1008_BREAST,breast,breast_ductal_carcinoma
ACH-001596,NCIH2195_LUNG,lung,SCLC
ACH-001650,SISO_CERVIX,cervix,cervical_adenocarcinoma
ACH-002016,MEL290_UVEA,eye,uveal_melanoma
ACH-002078,LU141_LUNG,lung,SCLC
ACH-002405,CCLFMELM0003T_SKIN,skin,melanoma
ACH-002655,JVE017_COLON,colorectal,colorectal_adenocarcinoma
ACH-002662,JVE207_COLON,colorectal,colorectal_adenocarcinoma
ACH-002666,JVE371_COLON,colorectal,colorectal_adenocarcinoma
ACH-000329,CCFSTTG1_CENTRAL_NERVOUS_SYSTEM,central_nervous_system,glioma
ACH-000487,F36P_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,blood,AML
ACH-000502,TCCPAN2_PANCREAS,pancreas,exocrine
ACH-000530,DMS114_LUNG,lung,SCLC
ACH-000672,IALM_LUNG,lung,NSCLC
ACH-000752,NCIH196_LUNG,lung,SCLC
ACH-000879,MFE296_ENDOMETRIUM,uterus,endometrial_adenocarcinoma
ACH-000883,SW1783_CENTRAL_NERVOUS_SYSTEM,central_nervous_system,glioma
ACH-000886,NCIH2009_LUNG,lung,NSCLC
